route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
06240824-GT,20240828,20240828-GT-3332,KI - Union Station,,1,63P,BEUN,1,1,
06240824-LW,20240828,20240828-LW-1032,LW - Union Station,,1,65P,ALUN,1,1,
06240824-RH,20240828,20240828-RH-5008,RH - Union Station,,1,41A,BMUN,1,2,
06240824-BR,20240828,20240828-BR-6806,BR - Union Station,,1,63A,ADUN,1,2,
06240824-LW,20240828,20240828-LW-1717,LW - West Harbour GO,,0,23A,UNWR,1,1,
06240824-LE,20240828,20240828-LE-9318,LE - Durham College Oshawa GO,,0,04P,UNOS,1,1,
06240824-LW,20240828,20240828-LW-1014,LW - Union Station,,1,26A,ALUN,1,1,
06240824-LE,20240828,20240828-LE-9322,LE - Durham College Oshawa GO,,0,23A,UNOS,1,2,
06240824-LW,20240828,20240828-LW-1860,LW - Union Station,,1,20A,HAUN,1,2,
06240824-MI,20240828,20240828-MI-2749,MI - Milton GO,,0,68P,UNML,1,1,
06240824-LW,20240828,20240828-LW-1017,LW - Aldershot GO,,0,22A,UNAL,1,1,
06240824-GT,20240828,20240828-GT-3009,KI - Bramalea GO,,0,25A,UNBE,1,1,
06240824-GT,20240828,20240828-GT-3416,KI - Union Station,,1,50A,MOUN,1,1,
